ComplaintID,DateKey,Date,AirlineCode,AirportCode,Category,ComplaintStatus,DaysToResolve,ResolutionQualityScore,FollowUpRequired,ChannelSubmitted,ComplaintDescription
CP004355,20230104,2023-01-04,AK,IPH,Flight Delay,In Progress,26,,No,Email,Flight delayed without adequate notification to passengers
CP004356,20240609,2024-06-09,AK,SDK,Flight Delay,In Progress,24,,No,Email,Flight delayed without adequate notification to passengers
CP004357,20240810,2024-08-10,AK,PEN,Baggage Handling,Resolved,21,4,No,Website,Baggage delayed / damaged / lost upon arrival
CP004358,20240106,2024-01-06,MF,AOR,Baggage Handling,Resolved,10,5,No,Website,Baggage delayed / damaged / lost upon arrival
CP004359,20231007,2023-10-07,MF,BKI,Baggage Handling,Pending,,,No,Counter,Baggage delayed / damaged / lost upon arrival
CP004360,20240704,2024-07-04,MH,SDK,Baggage Handling,Resolved,21,5,No,Email,Baggage delayed / damaged / lost upon arrival
CP004361,20230607,2023-06-07,D7,TWU,Baggage Handling,Resolved,18,3,No,Social Media,Baggage delayed / damaged / lost upon arrival
CP004362,20230213,2023-02-13,MF,LGK,Baggage Handling,Escalated,,,No,Email,Baggage delayed / damaged / lost upon arrival
CP004363,20230212,2023-02-12,D7,JHB,Check-in Service,In Progress,34,,No,Website,"Long queue at check-in counter, insufficient staff"
CP004364,20240222,2024-02-22,AK,KUA,Baggage Handling,Pending,,,No,Counter,Baggage delayed / damaged / lost upon arrival
CP004365,20240212,2024-02-12,D7,LGK,Flight Delay,Resolved,11,3,Yes,Website,Flight delayed without adequate notification to passengers
CP004366,20240404,2024-04-04,AK,JHB,Baggage Handling,Escalated,,,No,Social Media,Baggage delayed / damaged / lost upon arrival
CP004367,20240717,2024-07-17,MH,KCH,Ground Staff Attitude,Resolved,4,2,No,Website,Unprofessional behaviour from ground handling staff
CP004368,20231214,2023-12-14,MH,TGG,Flight Delay,Resolved,16,3,No,Website,Flight delayed without adequate notification to passengers
CP004369,20230312,2023-03-12,MH,KUA,Flight Delay,In Progress,11,,Yes,Website,Flight delayed without adequate notification to passengers
CP004370,20240225,2024-02-25,AK,KBR,In-flight Service,Resolved,17,4,Yes,Counter,Poor in-flight service quality reported by passengers
CP004371,20240526,2024-05-26,FY,JHB,Flight Delay,Pending,,,Yes,Email,Flight delayed without adequate notification to passengers
CP004372,20230329,2023-03-29,OD,BKI,Baggage Handling,Resolved,15,2,Yes,Counter,Baggage delayed / damaged / lost upon arrival
CP004373,20231105,2023-11-05,MF,TGG,Cleanliness,Resolved,20,4,No,Email,Aircraft or terminal cleanliness below acceptable standard
CP004374,20241019,2024-10-19,AK,LGK,Baggage Handling,Resolved,10,2,No,Email,Baggage delayed / damaged / lost upon arrival
CP004375,20241004,2024-10-04,D7,PEN,Ground Staff Attitude,Resolved,10,2,No,Website,Unprofessional behaviour from ground handling staff
CP004376,20230415,2023-04-15,AK,TGG,Flight Delay,Resolved,4,2,No,Email,Flight delayed without adequate notification to passengers
CP004377,20240301,2024-03-01,OD,KBR,Baggage Handling,Resolved,11,3,No,Phone,Baggage delayed / damaged / lost upon arrival
CP004378,20230215,2023-02-15,AK,LGK,Other,Resolved,10,3,No,Website,Miscellaneous passenger complaint
CP004379,20240606,2024-06-06,D7,KCH,Flight Delay,In Progress,8,,No,Website,Flight delayed without adequate notification to passengers
CP004380,20230727,2023-07-27,MF,PEN,Flight Delay,In Progress,33,,No,Counter,Flight delayed without adequate notification to passengers
CP004381,20231031,2023-10-31,MF,PEN,Ground Staff Attitude,Resolved,7,3,No,Social Media,Unprofessional behaviour from ground handling staff
CP004382,20230824,2023-08-24,AK,KUA,Flight Delay,In Progress,45,,No,Email,Flight delayed without adequate notification to passengers
CP004383,20241026,2024-10-26,AK,TWU,Flight Delay,Resolved,4,2,No,Social Media,Flight delayed without adequate notification to passengers
CP004384,20230114,2023-01-14,OD,BKI,Ground Staff Attitude,In Progress,17,,No,Phone,Unprofessional behaviour from ground handling staff
CP004385,20240329,2024-03-29,AK,TGG,Baggage Handling,Resolved,1,4,Yes,Email,Baggage delayed / damaged / lost upon arrival
CP004386,20230625,2023-06-25,AK,SDK,Refund/Compensation,Resolved,3,3,No,Email,Delay in processing refund or compensation claim
CP004387,20240519,2024-05-19,MH,LGK,Other,In Progress,29,,No,Website,Miscellaneous passenger complaint
CP004388,20230726,2023-07-26,MH,SDK,Ground Staff Attitude,Resolved,4,5,Yes,Counter,Unprofessional behaviour from ground handling staff
CP004389,20230822,2023-08-22,AK,KUL,Check-in Service,Resolved,17,4,No,Social Media,"Long queue at check-in counter, insufficient staff"
CP004390,20240111,2024-01-11,MF,JHB,Baggage Handling,Resolved,3,3,No,Phone,Baggage delayed / damaged / lost upon arrival
CP004391,20240603,2024-06-03,FY,MYY,Ground Staff Attitude,In Progress,34,,Yes,Social Media,Unprofessional behaviour from ground handling staff
CP004392,20240524,2024-05-24,OD,LGK,Flight Delay,In Progress,17,,No,Website,Flight delayed without adequate notification to passengers
CP004393,20240616,2024-06-16,FY,LGK,Cleanliness,Resolved,19,3,No,Phone,Aircraft or terminal cleanliness below acceptable standard
CP004394,20231014,2023-10-14,AK,IPH,Check-in Service,Escalated,,,No,Email,"Long queue at check-in counter, insufficient staff"
CP004395,20230422,2023-04-22,AK,TWU,Baggage Handling,Resolved,17,3,Yes,Website,Baggage delayed / damaged / lost upon arrival
CP004396,20230814,2023-08-14,MF,SBW,Flight Delay,Resolved,1,5,No,Email,Flight delayed without adequate notification to passengers
CP004397,20240628,2024-06-28,MH,AOR,Flight Delay,Resolved,14,5,Yes,Counter,Flight delayed without adequate notification to passengers
CP004398,20240307,2024-03-07,MF,KBR,Flight Delay,Resolved,3,4,No,Email,Flight delayed without adequate notification to passengers
CP004399,20240128,2024-01-28,D7,JHB,Flight Delay,Resolved,2,3,No,Email,Flight delayed without adequate notification to passengers
CP004400,20241211,2024-12-11,AK,PEN,Flight Delay,In Progress,39,,No,Website,Flight delayed without adequate notification to passengers
CP004401,20230327,2023-03-27,AK,AOR,In-flight Service,Resolved,1,3,Yes,Website,Poor in-flight service quality reported by passengers
CP004402,20230908,2023-09-08,AK,KCH,Baggage Handling,Resolved,6,3,No,Website,Baggage delayed / damaged / lost upon arrival
CP004403,20240809,2024-08-09,OD,TGG,Refund/Compensation,Resolved,15,5,No,Counter,Delay in processing refund or compensation claim
CP004404,20241004,2024-10-04,D7,KUA,Baggage Handling,In Progress,11,,No,Email,Baggage delayed / damaged / lost upon arrival
CP004405,20231205,2023-12-05,AK,LGK,Flight Delay,Resolved,21,2,No,Website,Flight delayed without adequate notification to passengers
CP004406,20230206,2023-02-06,OD,TWU,Flight Delay,Resolved,14,3,No,Website,Flight delayed without adequate notification to passengers
CP004407,20240301,2024-03-01,MF,KBR,Flight Delay,In Progress,26,,No,Phone,Flight delayed without adequate notification to passengers
CP004408,20230801,2023-08-01,MF,SBW,Check-in Service,Resolved,8,2,No,Website,"Long queue at check-in counter, insufficient staff"
CP004409,20240407,2024-04-07,MF,TWU,Safety Concern,Resolved,20,3,No,Website,Passenger reported safety-related concern onboard
CP004410,20231115,2023-11-15,MF,KBR,Flight Delay,Pending,,,Yes,Email,Flight delayed without adequate notification to passengers
CP004411,20230203,2023-02-03,MH,KUL,Flight Delay,Resolved,8,3,No,Website,Flight delayed without adequate notification to passengers
CP004412,20240229,2024-02-29,AK,IPH,Check-in Service,Pending,,,No,Email,"Long queue at check-in counter, insufficient staff"
CP004413,20230203,2023-02-03,OD,KUL,Refund/Compensation,In Progress,22,,No,Counter,Delay in processing refund or compensation claim
CP004414,20231005,2023-10-05,AK,KUA,Flight Delay,Resolved,5,5,No,Website,Flight delayed without adequate notification to passengers
CP004415,20240315,2024-03-15,AK,KCH,In-flight Service,Resolved,16,3,No,Email,Poor in-flight service quality reported by passengers
CP004416,20230118,2023-01-18,OD,JHB,Refund/Compensation,In Progress,16,,No,Email,Delay in processing refund or compensation claim
CP004417,20230123,2023-01-23,MF,MYY,Baggage Handling,Resolved,8,2,Yes,Email,Baggage delayed / damaged / lost upon arrival
CP004418,20230609,2023-06-09,AK,SBW,Refund/Compensation,Pending,,,No,Website,Delay in processing refund or compensation claim
CP004419,20240212,2024-02-12,AK,PEN,Flight Delay,In Progress,17,,No,Counter,Flight delayed without adequate notification to passengers
CP004420,20240104,2024-01-04,OD,AOR,Baggage Handling,Resolved,2,4,No,Email,Baggage delayed / damaged / lost upon arrival
CP004421,20240404,2024-04-04,AK,TWU,Ground Staff Attitude,In Progress,11,,No,Social Media,Unprofessional behaviour from ground handling staff
CP004422,20230803,2023-08-03,AK,TWU,Flight Delay,Resolved,13,3,No,Social Media,Flight delayed without adequate notification to passengers
CP004423,20240909,2024-09-09,AK,KCH,Check-in Service,Resolved,10,4,No,Website,"Long queue at check-in counter, insufficient staff"
CP004424,20230206,2023-02-06,AK,KUA,Flight Delay,Pending,,,No,Counter,Flight delayed without adequate notification to passengers
CP004425,20230331,2023-03-31,MH,SBW,Baggage Handling,Escalated,,,No,Phone,Baggage delayed / damaged / lost upon arrival
CP004426,20231129,2023-11-29,FY,TGG,In-flight Service,In Progress,31,,No,Email,Poor in-flight service quality reported by passengers
CP004427,20230630,2023-06-30,AK,PEN,Ground Staff Attitude,Resolved,17,4,Yes,Email,Unprofessional behaviour from ground handling staff
CP004428,20240115,2024-01-15,MF,TWU,Flight Delay,Resolved,19,5,No,Email,Flight delayed without adequate notification to passengers
CP004429,20240616,2024-06-16,AK,KCH,Baggage Handling,Pending,,,No,Email,Baggage delayed / damaged / lost upon arrival
CP004430,20241031,2024-10-31,AK,KBR,Ground Staff Attitude,Resolved,10,4,No,Website,Unprofessional behaviour from ground handling staff
CP004431,20240510,2024-05-10,D7,TGG,Refund/Compensation,Resolved,8,3,No,Phone,Delay in processing refund or compensation claim
CP004432,20240129,2024-01-29,MF,KUA,In-flight Service,Escalated,,,No,Website,Poor in-flight service quality reported by passengers
CP004433,20240824,2024-08-24,D7,KBR,Ground Staff Attitude,Resolved,19,5,No,Counter,Unprofessional behaviour from ground handling staff
CP004434,20230426,2023-04-26,FY,TGG,Check-in Service,Resolved,3,4,No,Counter,"Long queue at check-in counter, insufficient staff"
CP004435,20240826,2024-08-26,AK,TWU,In-flight Service,In Progress,21,,No,Social Media,Poor in-flight service quality reported by passengers
CP004436,20230407,2023-04-07,MH,IPH,Flight Delay,Resolved,7,5,No,Counter,Flight delayed without adequate notification to passengers
CP004437,20231110,2023-11-10,OD,LGK,Safety Concern,Resolved,14,3,No,Website,Passenger reported safety-related concern onboard
CP004438,20230414,2023-04-14,FY,KUL,Baggage Handling,Resolved,12,4,Yes,Email,Baggage delayed / damaged / lost upon arrival
CP004439,20240927,2024-09-27,OD,IPH,Check-in Service,Pending,,,No,Website,"Long queue at check-in counter, insufficient staff"
CP004440,20240530,2024-05-30,MF,SDK,Refund/Compensation,In Progress,23,,No,Website,Delay in processing refund or compensation claim
CP004441,20241112,2024-11-12,D7,SBW,Cleanliness,Pending,,,No,Phone,Aircraft or terminal cleanliness below acceptable standard
CP004442,20240502,2024-05-02,OD,KCH,Flight Delay,Resolved,12,4,No,Phone,Flight delayed without adequate notification to passengers
CP004443,20230423,2023-04-23,MH,PEN,Cleanliness,Escalated,,,No,Website,Aircraft or terminal cleanliness below acceptable standard
CP004444,20230515,2023-05-15,FY,BKI,Baggage Handling,Resolved,15,2,Yes,Website,Baggage delayed / damaged / lost upon arrival
CP004445,20230907,2023-09-07,D7,KCH,Check-in Service,Pending,,,No,Website,"Long queue at check-in counter, insufficient staff"
CP004446,20240223,2024-02-23,MF,KUA,Flight Delay,In Progress,16,,Yes,Counter,Flight delayed without adequate notification to passengers
CP004447,20230123,2023-01-23,D7,JHB,Baggage Handling,Resolved,4,2,No,Social Media,Baggage delayed / damaged / lost upon arrival
CP004448,20230620,2023-06-20,AK,SDK,Baggage Handling,In Progress,8,,No,Email,Baggage delayed / damaged / lost upon arrival
CP004449,20230115,2023-01-15,AK,KBR,Check-in Service,Pending,,,No,Website,"Long queue at check-in counter, insufficient staff"
CP004450,20240201,2024-02-01,FY,KUL,Flight Delay,Resolved,9,2,No,Phone,Flight delayed without adequate notification to passengers
CP004451,20230425,2023-04-25,AK,AOR,Flight Delay,In Progress,7,,Yes,Phone,Flight delayed without adequate notification to passengers
CP004452,20230221,2023-02-21,D7,KUL,Flight Delay,Escalated,,,No,Website,Flight delayed without adequate notification to passengers
CP004453,20230315,2023-03-15,MH,KUA,Flight Delay,In Progress,17,,Yes,Counter,Flight delayed without adequate notification to passengers
CP004454,20240103,2024-01-03,MH,SDK,Refund/Compensation,Resolved,16,4,No,Phone,Delay in processing refund or compensation claim
CP004455,20231008,2023-10-08,AK,IPH,Other,In Progress,31,,No,Website,Miscellaneous passenger complaint
CP004456,20230710,2023-07-10,MH,AOR,Ground Staff Attitude,Resolved,15,3,No,Email,Unprofessional behaviour from ground handling staff
CP004457,20240102,2024-01-02,OD,SBW,Flight Delay,In Progress,34,,No,Phone,Flight delayed without adequate notification to passengers
CP004458,20230813,2023-08-13,AK,PEN,Baggage Handling,Resolved,5,3,No,Website,Baggage delayed / damaged / lost upon arrival
CP004459,20230907,2023-09-07,AK,KUL,Flight Delay,Resolved,3,5,No,Website,Flight delayed without adequate notification to passengers
CP004460,20230220,2023-02-20,AK,JHB,Check-in Service,Resolved,12,2,No,Website,"Long queue at check-in counter, insufficient staff"
CP004461,20240220,2024-02-20,OD,KUA,Flight Delay,Resolved,4,4,No,Social Media,Flight delayed without adequate notification to passengers
CP004462,20240122,2024-01-22,FY,BKI,Flight Delay,Resolved,7,5,Yes,Email,Flight delayed without adequate notification to passengers
CP004463,20240121,2024-01-21,MH,AOR,Baggage Handling,Resolved,11,3,No,Website,Baggage delayed / damaged / lost upon arrival
CP004464,20231028,2023-10-28,MF,IPH,Safety Concern,Resolved,2,5,Yes,Email,Passenger reported safety-related concern onboard
CP004465,20230227,2023-02-27,AK,MYY,Flight Delay,Resolved,11,4,No,Counter,Flight delayed without adequate notification to passengers
CP004466,20240705,2024-07-05,AK,PEN,Safety Concern,Resolved,1,2,Yes,Website,Passenger reported safety-related concern onboard
CP004467,20230920,2023-09-20,AK,SDK,Baggage Handling,In Progress,34,,No,Website,Baggage delayed / damaged / lost upon arrival
CP004468,20230404,2023-04-04,FY,PEN,Baggage Handling,Resolved,13,3,No,Email,Baggage delayed / damaged / lost upon arrival
CP004469,20241110,2024-11-10,FY,KBR,Safety Concern,In Progress,40,,No,Phone,Passenger reported safety-related concern onboard
CP004470,20240116,2024-01-16,AK,JHB,Refund/Compensation,In Progress,8,,No,Website,Delay in processing refund or compensation claim
CP004471,20230817,2023-08-17,AK,MYY,In-flight Service,Pending,,,No,Phone,Poor in-flight service quality reported by passengers
CP004472,20240706,2024-07-06,FY,KUL,Flight Delay,In Progress,18,,No,Phone,Flight delayed without adequate notification to passengers
CP004473,20240328,2024-03-28,OD,KUA,Baggage Handling,In Progress,8,,No,Email,Baggage delayed / damaged / lost upon arrival
CP004474,20230203,2023-02-03,MH,TWU,Flight Delay,Resolved,4,3,No,Email,Flight delayed without adequate notification to passengers
CP004475,20231114,2023-11-14,MF,LGK,Ground Staff Attitude,Resolved,7,2,No,Phone,Unprofessional behaviour from ground handling staff
CP004476,20230428,2023-04-28,D7,KUA,Flight Delay,In Progress,30,,Yes,Website,Flight delayed without adequate notification to passengers
CP004477,20240101,2024-01-01,OD,KUA,Ground Staff Attitude,Resolved,7,5,No,Website,Unprofessional behaviour from ground handling staff
CP004478,20240919,2024-09-19,D7,PEN,Baggage Handling,Pending,,,Yes,Social Media,Baggage delayed / damaged / lost upon arrival
CP004479,20230916,2023-09-16,D7,TGG,Baggage Handling,Resolved,13,4,No,Website,Baggage delayed / damaged / lost upon arrival
CP004480,20241209,2024-12-09,AK,TWU,Baggage Handling,In Progress,20,,No,Phone,Baggage delayed / damaged / lost upon arrival
